images\448.jpg Annotatio\448.png
images\CRACK500_20160405_171431_641_1.jpg Annotatio\CRACK500_20160405_171431_641_1.png
images\CRACK500_20160328_153645_1281_721.jpg Annotatio\CRACK500_20160328_153645_1281_721.png
images\Rissbilder_for_Florian_9S6A2919_1238_88_3664_3499.jpg Annotatio\Rissbilder_for_Florian_9S6A2919_1238_88_3664_3499.png
images\noncrack_noncrack_concrete_wall_86_3.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_86_3.jpg.png
images\Rissbilder_for_Florian_9S6A2795_117_826_3699_3310.jpg Annotatio\Rissbilder_for_Florian_9S6A2795_117_826_3699_3310.png
images\Rissbilder_for_Florian_9S6A2817_266_1535_2877_3827.jpg Annotatio\Rissbilder_for_Florian_9S6A2817_266_1535_2877_3827.png
images\aug_IMG_20190821_200754_BURST2_1.jpg Annotatio\aug_IMG_20190821_200754_BURST2_1.png
images\noncrack_noncrack_concrete_wall_49_8.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_49_8.jpg.png
images\Rissbilder_for_Florian_9S6A2857_627_1487_3094_3036.jpg Annotatio\Rissbilder_for_Florian_9S6A2857_627_1487_3094_3036.png
images\noncrack_noncrack_concrete_wall_66_1.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_66_1.jpg.png
images\Rissbilder_for_Florian_9S6A3098_40_1412_3779_3845.jpg Annotatio\Rissbilder_for_Florian_9S6A3098_40_1412_3779_3845.png
images\CRACK500_20160326_142349_1281_1.jpg Annotatio\CRACK500_20160326_142349_1281_1.png
images\cracktree200_6198.jpg Annotatio\cracktree200_6198.png
images\noncrack_noncrack_concrete_wall_16_5.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_16_5.jpg.png
images\IMG_3625.jpg Annotatio\IMG_3625.png
images\Rissbilder_for_Florian_9S6A2839_378_185_3405_4129.jpg Annotatio\Rissbilder_for_Florian_9S6A2839_378_185_3405_4129.png
images\Rissbilder_for_Florian_9S6A2804_163_1659_3106_3570.jpg Annotatio\Rissbilder_for_Florian_9S6A2804_163_1659_3106_3570.png
images\CRACK500_20160328_150933_1281_361.jpg Annotatio\CRACK500_20160328_150933_1281_361.png
images\Rissbilder_for_Florian_9S6A2841_146_2763_3330_2686.jpg Annotatio\Rissbilder_for_Florian_9S6A2841_146_2763_3330_2686.png
images\Rissbilder_for_Florian_9S6A3088_370_2375_2620_2464.jpg Annotatio\Rissbilder_for_Florian_9S6A3088_370_2375_2620_2464.png
images\CRACK500_20160308_072844_1921_721.jpg Annotatio\CRACK500_20160308_072844_1921_721.png
images\IMG_3742.jpg Annotatio\IMG_3742.png
images\CRACK500_20160328_151241_1281_721.jpg Annotatio\CRACK500_20160328_151241_1281_721.png
images\cracktree200_6599.jpg Annotatio\cracktree200_6599.png
images\Rissbilder_for_Florian_9S6A2851_0_0_5760_3840.jpg Annotatio\Rissbilder_for_Florian_9S6A2851_0_0_5760_3840.png
images\Rissbilder_for_Florian_9S6A2888_211_1346_3097_4118.jpg Annotatio\Rissbilder_for_Florian_9S6A2888_211_1346_3097_4118.png
images\aug_501.jpg Annotatio\aug_501.png
images\Rissbilder_for_Florian_9S6A2786_9_1421_3820_3866.jpg Annotatio\Rissbilder_for_Florian_9S6A2786_9_1421_3820_3866.png
images\aug_Explorer_HD2K_SN24855_11-37-39.jpg Annotatio\aug_Explorer_HD2K_SN24855_11-37-39.png
images\noncrack_noncrack_concrete_wall_94_9.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_94_9.jpg.png
images\IMG_20190821_202556_BURST2_3.jpg Annotatio\IMG_20190821_202556_BURST2_3.png
images\noncrack_noncrack_concrete_wall_103_1.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_103_1.jpg.png
images\Rissbilder_for_Florian_9S6A2873_244_84_4072_3620.jpg Annotatio\Rissbilder_for_Florian_9S6A2873_244_84_4072_3620.png
images\IMG_3723_1.jpg Annotatio\IMG_3723_1.png
images\aug_270.jpg Annotatio\aug_270.png
images\CRACK500_20160405_171716_1_1081.jpg Annotatio\CRACK500_20160405_171716_1_1081.png
images\noncrack_noncrack_concrete_wall_102_4.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_102_4.jpg.png
images\CRACK500_20160405_172854_641_1081.jpg Annotatio\CRACK500_20160405_172854_641_1081.png
images\aug_IMG_3624.jpg Annotatio\aug_IMG_3624.png
images\noncrack_noncrack_concrete_wall_83_11.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_83_11.jpg.png
images\CRACK500_20160222_164825_641_1081.jpg Annotatio\CRACK500_20160222_164825_641_1081.png
images\CRACK500_20160326_142745_1281_1081.jpg Annotatio\CRACK500_20160326_142745_1281_1081.png
images\CRACK500_20160308_160128_1921_721.jpg Annotatio\CRACK500_20160308_160128_1921_721.png
images\Rissbilder_for_Florian_9S6A2912_80_186_3645_3926.jpg Annotatio\Rissbilder_for_Florian_9S6A2912_80_186_3645_3926.png
images\Rissbilder_for_Florian_9S6A2852_1382_202_2872_2669.jpg Annotatio\Rissbilder_for_Florian_9S6A2852_1382_202_2872_2669.png
images\DeepCrack_IMG13-6.jpg Annotatio\DeepCrack_IMG13-6.png
images\Volker_DSC01635_480_192_1769_1619.jpg Annotatio\Volker_DSC01635_480_192_1769_1619.png
images\GAPS384_test_0016_541_1.jpg Annotatio\GAPS384_test_0016_541_1.png
images\Rissbilder_for_Florian_9S6A3092_303_1451_3154_2373.jpg Annotatio\Rissbilder_for_Florian_9S6A3092_303_1451_3154_2373.png
images\cracktree200_6218.jpg Annotatio\cracktree200_6218.png
images\GAPS384_train_0679_541_641.jpg Annotatio\GAPS384_train_0679_541_641.png
images\GAPS384_train_1362_541_1.jpg Annotatio\GAPS384_train_1362_541_1.png
images\Rissbilder_for_Florian_9S6A2803_953_736_2729_3437.jpg Annotatio\Rissbilder_for_Florian_9S6A2803_953_736_2729_3437.png
images\noncrack_noncrack_concrete_wall_18_13.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_18_13.jpg.png
images\Rissbilder_for_Florian_9S6A2813_33_921_3707_3074.jpg Annotatio\Rissbilder_for_Florian_9S6A2813_33_921_3707_3074.png
images\Rissbilder_for_Florian_9S6A2923_83_1093_2051_2209.jpg Annotatio\Rissbilder_for_Florian_9S6A2923_83_1093_2051_2209.png
images\CRACK500_20160306_103830_641_1081.jpg Annotatio\CRACK500_20160306_103830_641_1081.png
images\IMG_3435_1.jpg Annotatio\IMG_3435_1.png
images\Rissbilder_for_Florian_9S6A3116_32_1023_3773_3034.jpg Annotatio\Rissbilder_for_Florian_9S6A3116_32_1023_3773_3034.png
images\GAPS384_train_0701_541_641.jpg Annotatio\GAPS384_train_0701_541_641.png
images\Rissbilder_for_Florian_9S6A2791_28_1862_2571_3321.jpg Annotatio\Rissbilder_for_Florian_9S6A2791_28_1862_2571_3321.png
images\CRACK500_20160328_151151_641_1081.jpg Annotatio\CRACK500_20160328_151151_641_1081.png
images\Rissbilder_for_Florian_9S6A2847_57_1886_3694_3848.jpg Annotatio\Rissbilder_for_Florian_9S6A2847_57_1886_3694_3848.png
images\CRACK500_20160326_162532_641_721.jpg Annotatio\CRACK500_20160326_162532_641_721.png
images\noncrack_noncrack_concrete_wall_37_4.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_37_4.jpg.png
images\CRACK500_20160330_163941_1921_721.jpg Annotatio\CRACK500_20160330_163941_1921_721.png
images\Rissbilder_for_Florian_9S6A2845_2026_3_2804_3214.jpg Annotatio\Rissbilder_for_Florian_9S6A2845_2026_3_2804_3214.png
images\Rissbilder_for_Florian_9S6A2804_115_957_3722_4195.jpg Annotatio\Rissbilder_for_Florian_9S6A2804_115_957_3722_4195.png
images\Volker_DSC01705_221_527_1603_1965.jpg Annotatio\Volker_DSC01705_221_527_1603_1965.png
images\noncrack_noncrack_concrete_wall_93_1.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_93_1.jpg.png
images\CRACK500_20160329_101347_1921_721.jpg Annotatio\CRACK500_20160329_101347_1921_721.png
images\Rissbilder_for_Florian_9S6A2869_96_2595_2419_2308.jpg Annotatio\Rissbilder_for_Florian_9S6A2869_96_2595_2419_2308.png
images\CFD_009.jpg Annotatio\CFD_009.png
images\IMG_20190821_202622_1.jpg Annotatio\IMG_20190821_202622_1.png
images\Explorer_HD2K_SN24855_17-00-44_1.jpg Annotatio\Explorer_HD2K_SN24855_17-00-44_1.png
images\Rissbilder_for_Florian_9S6A3094_477_1661_3330_3704.jpg Annotatio\Rissbilder_for_Florian_9S6A3094_477_1661_3330_3704.png
images\aug_IMG_3581.jpg Annotatio\aug_IMG_3581.png
images\IMG_3614_1.jpg Annotatio\IMG_3614_1.png
images\Rissbilder_for_Florian_9S6A2859_72_0_3483_3838.jpg Annotatio\Rissbilder_for_Florian_9S6A2859_72_0_3483_3838.png
images\Volker_DSC01660_0_0_1824_2736.jpg Annotatio\Volker_DSC01660_0_0_1824_2736.png
images\DeepCrack_IMG36-2.jpg Annotatio\DeepCrack_IMG36-2.png
images\CRACK500_20160303_091830_361_1281.jpg Annotatio\CRACK500_20160303_091830_361_1281.png
images\GAPS384_test_0275_541_641.jpg Annotatio\GAPS384_test_0275_541_641.png
images\GAPS384_train_1026_541_1.jpg Annotatio\GAPS384_train_1026_541_1.png
images\Rissbilder_for_Florian_9S6A2905_1082_994_2878_2819.jpg Annotatio\Rissbilder_for_Florian_9S6A2905_1082_994_2878_2819.png
images\aug_IMG_20190821_203946.jpg Annotatio\aug_IMG_20190821_203946.png
images\noncrack_noncrack_concrete_wall_55_7.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_55_7.jpg.png
images\noncrack_noncrack_concrete_wall_89_8.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_89_8.jpg.png
images\GAPS384_train_0567_541_1.jpg Annotatio\GAPS384_train_0567_541_1.png
images\Rissbilder_for_Florian_9S6A2796_1257_1686_2441_1863.jpg Annotatio\Rissbilder_for_Florian_9S6A2796_1257_1686_2441_1863.png
images\CRACK500_20160222_115224_1921_1081.jpg Annotatio\CRACK500_20160222_115224_1921_1081.png
images\noncrack_noncrack_concrete_wall_23_6.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_23_6.jpg.png
images\CRACK500_20160328_154011_1921_1.jpg Annotatio\CRACK500_20160328_154011_1921_1.png
images\noncrack_noncrack_concrete_wall_31_4.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_31_4.jpg.png
images\DeepCrack_11289-8.jpg Annotatio\DeepCrack_11289-8.png
images\Eugen_Muller_7723_281_38_304_312.jpg Annotatio\Eugen_Muller_7723_281_38_304_312.png
images\GAPS384_train_0575_1_1.jpg Annotatio\GAPS384_train_0575_1_1.png
images\527.jpg Annotatio\527.png
images\noncrack_noncrack_concrete_wall_89_2.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_89_2.jpg.png
images\456.jpg Annotatio\456.png
images\Rissbilder_for_Florian_9S6A2917_486_1027_3148_3681.jpg Annotatio\Rissbilder_for_Florian_9S6A2917_486_1027_3148_3681.png
images\aug_IMG_3539_1.jpg Annotatio\aug_IMG_3539_1.png
images\Rissbilder_for_Florian_9S6A2885_346_984_3423_4208.jpg Annotatio\Rissbilder_for_Florian_9S6A2885_346_984_3423_4208.png
images\noncrack_noncrack_concrete_wall_58_19.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_58_19.jpg.png
images\Explorer_HD2K_SN24855_11-59-51_1.jpg Annotatio\Explorer_HD2K_SN24855_11-59-51_1.png
images\Rissbilder_for_Florian_9S6A3135_1518_761_2251_2558.jpg Annotatio\Rissbilder_for_Florian_9S6A3135_1518_761_2251_2558.png
images\Rissbilder_for_Florian_9S6A2826_1048_2494_2739_2977.jpg Annotatio\Rissbilder_for_Florian_9S6A2826_1048_2494_2739_2977.png
images\Rissbilder_for_Florian_9S6A3134_750_425_1978_2414.jpg Annotatio\Rissbilder_for_Florian_9S6A3134_750_425_1978_2414.png
images\CRACK500_20160328_150820_1_361.jpg Annotatio\CRACK500_20160328_150820_1_361.png
images\Rissbilder_for_Florian_9S6A3128_0_0_3840_5760.jpg Annotatio\Rissbilder_for_Florian_9S6A3128_0_0_3840_5760.png
images\Rissbilder_for_Florian_9S6A3115_467_774_2312_2909.jpg Annotatio\Rissbilder_for_Florian_9S6A3115_467_774_2312_2909.png
images\CRACK500_20160222_165256_641_1.jpg Annotatio\CRACK500_20160222_165256_641_1.png
images\Rissbilder_for_Florian_9S6A3133_207_186_4184_3281.jpg Annotatio\Rissbilder_for_Florian_9S6A3133_207_186_4184_3281.png
images\CRACK500_20160328_153544_641_1.jpg Annotatio\CRACK500_20160328_153544_641_1.png
images\aug_IMG_3683_1.jpg Annotatio\aug_IMG_3683_1.png
images\CRACK500_20160402_150942_1_361.jpg Annotatio\CRACK500_20160402_150942_1_361.png
images\253.jpg Annotatio\253.png
images\IMG_3252_1.jpg Annotatio\IMG_3252_1.png
images\aug_Explorer_HD2K_SN24855_11-20-55.jpg Annotatio\aug_Explorer_HD2K_SN24855_11-20-55.png
images\CRACK500_20160329_115531_1281_721.jpg Annotatio\CRACK500_20160329_115531_1281_721.png
images\CRACK500_20160222_165402_641_721.jpg Annotatio\CRACK500_20160222_165402_641_721.png
images\Rissbilder_for_Florian_9S6A2839_11_1685_3826_3186.jpg Annotatio\Rissbilder_for_Florian_9S6A2839_11_1685_3826_3186.png
images\Rissbilder_for_Florian_9S6A2909_1136_1257_2526_3063.jpg Annotatio\Rissbilder_for_Florian_9S6A2909_1136_1257_2526_3063.png
images\Explorer_HD2K_SN24855_17-09-28.jpg Annotatio\Explorer_HD2K_SN24855_17-09-28.png
images\Rissbilder_for_Florian_9S6A2873_423_280_3786_2897.jpg Annotatio\Rissbilder_for_Florian_9S6A2873_423_280_3786_2897.png
images\DeepCrack_11309-1.jpg Annotatio\DeepCrack_11309-1.png
images\IMG_20190813_120547_BURST4_2.jpg Annotatio\IMG_20190813_120547_BURST4_2.png
images\noncrack_noncrack_concrete_wall_55_17.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_55_17.jpg.png
images\547.jpg Annotatio\547.png
images\CRACK500_20160307_145059_1921_721.jpg Annotatio\CRACK500_20160307_145059_1921_721.png
images\Volker_DSC01644_962_364_1190_1453.jpg Annotatio\Volker_DSC01644_962_364_1190_1453.png
images\noncrack_noncrack_concrete_wall_76_45.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_76_45.jpg.png
images\20200228_110245_2.jpg Annotatio\20200228_110245_2.png
images\20200227_093701_1.jpg Annotatio\20200227_093701_1.png
images\CRACK500_20160330_172309_641_361.jpg Annotatio\CRACK500_20160330_172309_641_361.png
images\cracktree200_6718.jpg Annotatio\cracktree200_6718.png
images\Rissbilder_for_Florian_9S6A3132_1617_341_2843_3101.jpg Annotatio\Rissbilder_for_Florian_9S6A3132_1617_341_2843_3101.png
images\Volker_DSC01708_26_342_1730_1845.jpg Annotatio\Volker_DSC01708_26_342_1730_1845.png
images\Rissbilder_for_Florian_9S6A2901_144_616_2583_2386.jpg Annotatio\Rissbilder_for_Florian_9S6A2901_144_616_2583_2386.png
images\DeepCrack_11123-1.jpg Annotatio\DeepCrack_11123-1.png
images\aug_IMG_3575_3.jpg Annotatio\aug_IMG_3575_3.png
images\CRACK500_20160324_173501_641_721.jpg Annotatio\CRACK500_20160324_173501_641_721.png
images\aug_IMG_3770_3.jpg Annotatio\aug_IMG_3770_3.png
images\Volker_DSC01655_613_606_1092_1056.jpg Annotatio\Volker_DSC01655_613_606_1092_1056.png
images\Rissbilder_for_Florian_9S6A2894_2035_188_3164_3103.jpg Annotatio\Rissbilder_for_Florian_9S6A2894_2035_188_3164_3103.png
images\Rissbilder_for_Florian_9S6A2858_281_2383_3447_2586.jpg Annotatio\Rissbilder_for_Florian_9S6A2858_281_2383_3447_2586.png
images\Rissbilder_for_Florian_9S6A3134_521_177_2684_2982.jpg Annotatio\Rissbilder_for_Florian_9S6A3134_521_177_2684_2982.png
images\IMG_3639_2.jpg Annotatio\IMG_3639_2.png
images\Rissbilder_for_Florian_9S6A2853_417_464_3765_3351.jpg Annotatio\Rissbilder_for_Florian_9S6A2853_417_464_3765_3351.png
images\246.jpg Annotatio\246.png
images\Rissbilder_for_Florian_9S6A3126_0_2013_3840_2941.jpg Annotatio\Rissbilder_for_Florian_9S6A3126_0_2013_3840_2941.png
images\noncrack_noncrack_concrete_wall_18_10.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_18_10.jpg.png
images\CRACK500_20160328_151409_1281_361.jpg Annotatio\CRACK500_20160328_151409_1281_361.png
images\Rissbilder_for_Florian_9S6A2785_51_1717_2854_3381.jpg Annotatio\Rissbilder_for_Florian_9S6A2785_51_1717_2854_3381.png
images\CRACK500_20160316_143624_361_641.jpg Annotatio\CRACK500_20160316_143624_361_641.png
images\Volker_DSC01647_1054_584_1105_1075.jpg Annotatio\Volker_DSC01647_1054_584_1105_1075.png
images\366.jpg Annotatio\366.png
images\noncrack_noncrack_concrete_wall_76_12.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_76_12.jpg.png
images\Volker_DSC01699_300_625_1430_1881.jpg Annotatio\Volker_DSC01699_300_625_1430_1881.png
images\Rissbilder_for_Florian_9S6A2841_864_2001_2860_3112.jpg Annotatio\Rissbilder_for_Florian_9S6A2841_864_2001_2860_3112.png
images\Rissbilder_for_Florian_9S6A3101_0_0_3840_5760.jpg Annotatio\Rissbilder_for_Florian_9S6A3101_0_0_3840_5760.png
images\Rissbilder_for_Florian_9S6A3137_685_1496_3052_3810.jpg Annotatio\Rissbilder_for_Florian_9S6A3137_685_1496_3052_3810.png
images\IMG_3539_2.jpg Annotatio\IMG_3539_2.png
images\Rissbilder_for_Florian_9S6A3106_2_849_3714_3136.jpg Annotatio\Rissbilder_for_Florian_9S6A3106_2_849_3714_3136.png
images\Rissbilder_for_Florian_9S6A2873_1930_488_2143_2615.jpg Annotatio\Rissbilder_for_Florian_9S6A2873_1930_488_2143_2615.png
images\CRACK500_20160405_172849_641_721.jpg Annotatio\CRACK500_20160405_172849_641_721.png
images\Rissbilder_for_Florian_9S6A2884_15_269_3471_4220.jpg Annotatio\Rissbilder_for_Florian_9S6A2884_15_269_3471_4220.png
images\CRACK500_20160308_155516_1_721.jpg Annotatio\CRACK500_20160308_155516_1_721.png
images\Rissbilder_for_Florian_9S6A2820_533_3316_1959_2265.jpg Annotatio\Rissbilder_for_Florian_9S6A2820_533_3316_1959_2265.png
images\DeepCrack_7Q3A9060-2.jpg Annotatio\DeepCrack_7Q3A9060-2.png
images\noncrack_noncrack_concrete_wall_38_4.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_38_4.jpg.png
images\IMG_3753.jpg Annotatio\IMG_3753.png
images\aug_IMG_3425.jpg Annotatio\aug_IMG_3425.png
images\Rissbilder_for_Florian_9S6A2783_302_1312_3525_3350.jpg Annotatio\Rissbilder_for_Florian_9S6A2783_302_1312_3525_3350.png
images\Rissbilder_for_Florian_9S6A3130_585_2020_2703_2673.jpg Annotatio\Rissbilder_for_Florian_9S6A3130_585_2020_2703_2673.png
images\IMG_3581.jpg Annotatio\IMG_3581.png
images\CRACK500_20160222_163940_1_1.jpg Annotatio\CRACK500_20160222_163940_1_1.png
images\CRACK500_20160324_165857_1281_361.jpg Annotatio\CRACK500_20160324_165857_1281_361.png
images\CRACK500_20160330_170256_641_361.jpg Annotatio\CRACK500_20160330_170256_641_361.png
images\Volker_DSC01629_239_17_2012_1805.jpg Annotatio\Volker_DSC01629_239_17_2012_1805.png
images\Rissbilder_for_Florian_9S6A2846_573_1067_3148_4127.jpg Annotatio\Rissbilder_for_Florian_9S6A2846_573_1067_3148_4127.png
images\Rissbilder_for_Florian_9S6A2868_257_950_3108_3346.jpg Annotatio\Rissbilder_for_Florian_9S6A2868_257_950_3108_3346.png
images\aug_IMG_3555.jpg Annotatio\aug_IMG_3555.png
images\GAPS384_train_1375_541_1.jpg Annotatio\GAPS384_train_1375_541_1.png
images\Rissbilder_for_Florian_9S6A2877_0_0_3840_5760.jpg Annotatio\Rissbilder_for_Florian_9S6A2877_0_0_3840_5760.png
images\GAPS384_train_1086_541_1.jpg Annotatio\GAPS384_train_1086_541_1.png
images\IMG_3258_1.jpg Annotatio\IMG_3258_1.png
images\aug_IMG_3562.jpg Annotatio\aug_IMG_3562.png
images\CRACK500_20160222_164141_1_361.jpg Annotatio\CRACK500_20160222_164141_1_361.png
images\CRACK500_20160328_151814_1921_361.jpg Annotatio\CRACK500_20160328_151814_1921_361.png
images\noncrack_noncrack_concrete_wall_74_6.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_74_6.jpg.png
images\Rissbilder_for_Florian_9S6A3134_184_1927_3530_3309.jpg Annotatio\Rissbilder_for_Florian_9S6A3134_184_1927_3530_3309.png
images\IMG_20190813_115555.jpg Annotatio\IMG_20190813_115555.png
images\Rissbilder_for_Florian_9S6A2805_2193_392_2428_3158.jpg Annotatio\Rissbilder_for_Florian_9S6A2805_2193_392_2428_3158.png
images\noncrack_noncrack_concrete_wall_100_3.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_100_3.jpg.png
images\Rissbilder_for_Florian_9S6A2866_138_2396_3227_2717.jpg Annotatio\Rissbilder_for_Florian_9S6A2866_138_2396_3227_2717.png
images\CRACK500_20160402_150304_1921_721.jpg Annotatio\CRACK500_20160402_150304_1921_721.png
images\CRACK500_20160308_073532_1_361.jpg Annotatio\CRACK500_20160308_073532_1_361.png
images\Rissbilder_for_Florian_9S6A2902_1184_1732_2592_2354.jpg Annotatio\Rissbilder_for_Florian_9S6A2902_1184_1732_2592_2354.png
images\Rissbilder_for_Florian_9S6A3135_38_1841_3797_2880.jpg Annotatio\Rissbilder_for_Florian_9S6A3135_38_1841_3797_2880.png
images\Rissbilder_for_Florian_9S6A2857_89_2266_3467_3213.jpg Annotatio\Rissbilder_for_Florian_9S6A2857_89_2266_3467_3213.png
images\146.jpg Annotatio\146.png
images\Volker_DSC01687_0_0_1824_2736.jpg Annotatio\Volker_DSC01687_0_0_1824_2736.png
images\021.jpg Annotatio\021.png
images\Rissbilder_for_Florian_9S6A3113_104_526_3717_3372.jpg Annotatio\Rissbilder_for_Florian_9S6A3113_104_526_3717_3372.png
images\Rissbilder_for_Florian_9S6A2869_495_1593_2516_2029.jpg Annotatio\Rissbilder_for_Florian_9S6A2869_495_1593_2516_2029.png
images\CRACK500_20160303_093537_1_1.jpg Annotatio\CRACK500_20160303_093537_1_1.png
images\CRACK500_20160328_152022_1_1081.jpg Annotatio\CRACK500_20160328_152022_1_1081.png
images\CRACK500_20160328_153357_1_1081.jpg Annotatio\CRACK500_20160328_153357_1_1081.png
images\511.jpg Annotatio\511.png
images\Rissbilder_for_Florian_9S6A2908_360_327_2721_2947.jpg Annotatio\Rissbilder_for_Florian_9S6A2908_360_327_2721_2947.png
images\CRACK500_20160321_183947_1_721.jpg Annotatio\CRACK500_20160321_183947_1_721.png
images\CRACK500_20160321_185457_1_361.jpg Annotatio\CRACK500_20160321_185457_1_361.png
images\Rissbilder_for_Florian_9S6A2825_162_936_3635_4699.jpg Annotatio\Rissbilder_for_Florian_9S6A2825_162_936_3635_4699.png
images\noncrack_noncrack_concrete_wall_33_8.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_33_8.jpg.png
images\Rissbilder_for_Florian_9S6A2808_120_49_3359_4066.jpg Annotatio\Rissbilder_for_Florian_9S6A2808_120_49_3359_4066.png
images\CRACK500_IMG_2942_1945_485.jpg Annotatio\CRACK500_IMG_2942_1945_485.png
images\CRACK500_20160329_104107_1_721.jpg Annotatio\CRACK500_20160329_104107_1_721.png
images\Rissbilder_for_Florian_9S6A2912_274_1402_3149_3256.jpg Annotatio\Rissbilder_for_Florian_9S6A2912_274_1402_3149_3256.png
images\DeepCrack_11162-2.jpg Annotatio\DeepCrack_11162-2.png
